number,opened_at,resolved_at,closed_at,priority,urgency,impact,category,assignment_group,reassignment_count,reopen_count,made_sla,resolution_time_hours
INC0000194,2016-02-29 10:59:00,2016-02-29 11:11:00,2016-03-05 12:00:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,True,0.2
INC0000204,2016-02-29 11:13:00,2016-02-29 16:43:00,2016-03-05 17:00:00,4 - low,3 - Low,3 - Low,category 53,Group 23,0,0,True,5.5
INC0000207,2016-02-29 11:19:00,2016-02-29 20:15:00,2016-03-05 21:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 70,0,0,True,8.933333333333334
INC0000213,2016-02-29 11:25:00,2016-02-29 12:53:00,2016-03-05 13:00:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,0,0,True,1.4666666666666666
INC0000218,2016-02-29 11:53:00,2016-02-29 13:36:00,2016-03-05 14:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 23,1,0,True,1.7166666666666666
INC0000228,2016-02-29 12:11:00,2016-02-29 16:08:00,2016-03-05 17:00:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 27,0,0,True,3.95
INC0000236,2016-02-29 12:26:00,2016-02-29 13:16:00,2016-03-05 14:00:00,3 - moderate,2 - Medium,2 - Medium,category 45,Group 70,0,0,True,0.8333333333333334
INC0000257,2016-02-29 12:48:00,2016-02-29 22:28:00,2016-03-05 23:00:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 12,0,0,True,9.666666666666666
INC0000261,2016-02-29 12:54:00,2016-02-29 17:47:00,2016-02-29 17:47:00,1 - critical,1 - High,1 - High,category 42,Group 3,0,0,True,4.883333333333334
INC0000278,2016-02-29 13:48:00,2016-02-29 14:46:00,2016-03-05 15:00:00,3 - moderate,2 - Medium,2 - Medium,category 45,Group 55,0,0,True,0.9666666666666667
INC0000294,2016-02-29 14:06:00,2016-03-14 08:25:00,2016-03-24 18:50:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 25,1,1,False,330.31666666666666
INC0000325,2016-02-29 14:49:00,2016-03-16 08:56:00,2016-03-24 18:59:00,4 - low,3 - Low,3 - Low,category 45,Group 66,0,0,False,378.1166666666667
INC0000329,2016-02-29 14:50:00,2016-03-16 11:38:00,2016-03-24 18:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 28,4,0,False,380.8
INC0000330,2016-02-29 14:52:00,2016-03-18 13:44:00,2016-03-24 18:59:00,4 - low,3 - Low,3 - Low,category 45,Group 66,0,0,False,430.8666666666667
INC0000339,2016-02-29 15:12:00,2016-02-29 16:17:00,2016-03-05 17:00:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 23,0,0,True,1.0833333333333333
INC0000351,2016-02-29 15:24:00,2016-03-21 16:11:00,2016-03-26 16:59:00,4 - low,3 - Low,3 - Low,category 45,Group 66,0,0,False,504.78333333333336
INC0000358,2016-02-29 15:36:00,2016-02-29 15:43:00,2016-03-09 16:27:00,4 - low,2 - Medium,3 - Low,,,0,0,True,0.11666666666666667
INC0000374,2016-02-29 15:59:00,2016-02-29 16:22:00,2016-03-05 17:00:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,0,0,True,0.38333333333333336
INC0000377,2016-02-29 16:18:00,2016-02-29 16:38:00,2016-03-05 17:00:00,4 - low,2 - Medium,3 - Low,category 26,Group 23,0,0,True,0.3333333333333333
INC0000379,2016-02-29 16:25:00,2016-02-29 20:25:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 8,Group 56,0,0,False,4.0
INC0000400,2016-02-29 17:32:00,2016-03-14 19:03:00,2016-03-24 18:59:00,3 - moderate,2 - Medium,2 - Medium,category 45,Group 70,1,0,False,337.51666666666665
INC0000418,2016-02-29 18:35:00,2016-03-17 16:17:00,2016-03-24 18:59:00,3 - moderate,2 - Medium,2 - Medium,category 55,Group 25,0,0,False,405.7
INC0000434,2016-02-29 21:00:00,2016-02-29 21:55:00,2016-03-05 22:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,0,0,True,0.9166666666666666
INC0000441,2016-02-29 22:20:00,2016-03-15 13:51:00,2016-03-20 14:00:00,3 - moderate,2 - Medium,2 - Medium,category 45,Group 15,7,0,False,351.51666666666665
INC0000455,2016-02-29 23:36:00,2016-02-29 23:56:00,2016-03-06 00:00:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,0,0,True,0.3333333333333333
INC0000458,2016-02-29 23:53:00,2016-03-18 13:48:00,2016-03-24 18:59:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 70,6,0,False,421.9166666666667
INC0006295,2016-03-13 00:05:00,2016-03-13 02:38:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,False,2.55
INC0006300,2016-03-13 04:58:00,2016-03-13 05:05:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,0,0,False,0.11666666666666667
INC0006301,2016-03-13 05:16:00,2016-03-13 05:36:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 70,1,0,False,0.3333333333333333
INC0006303,2016-03-13 06:21:00,2016-03-13 07:06:00,2016-03-24 18:51:00,4 - low,3 - Low,3 - Low,category 42,Group 70,0,0,True,0.75
INC0006305,2016-03-13 07:07:00,2016-03-15 12:11:00,2016-03-24 19:00:00,1 - critical,1 - High,1 - High,category 53,Group 19,1,0,False,53.06666666666667
INC0006309,2016-03-13 08:20:00,2016-03-13 14:49:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 70,1,0,False,6.483333333333333
INC0006317,2016-03-13 10:26:00,2016-03-14 14:10:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 28,1,0,False,27.733333333333334
INC0006320,2016-03-13 10:54:00,2016-03-13 11:16:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,0,0,False,0.36666666666666664
INC0006322,2016-03-13 12:13:00,2016-03-14 09:20:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 56,1,0,False,21.116666666666667
INC0006325,2016-03-13 14:17:00,2016-03-15 02:22:00,2016-05-20 18:37:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 65,4,0,False,36.083333333333336
INC0006328,2016-03-13 14:53:00,2016-03-14 10:17:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 62,2,0,False,19.4
INC0006330,2016-03-13 15:32:00,2016-03-17 17:41:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 25,0,0,False,98.15
INC0006331,2016-03-13 15:32:00,2016-03-17 08:18:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 70,1,0,False,88.76666666666667
INC0006335,2016-03-13 16:46:00,2016-03-13 16:52:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 20,1,0,False,0.1
INC0006337,2016-03-13 16:51:00,2016-03-23 15:28:00,2016-03-28 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 48,1,0,False,238.61666666666667
INC0006338,2016-03-13 17:44:00,2016-03-16 12:40:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,False,66.93333333333334
INC0006340,2016-03-13 19:24:00,2016-03-14 09:56:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 46,0,0,False,14.533333333333333
INC0006341,2016-03-13 19:36:00,2016-03-17 15:36:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,2,0,False,92.0
INC0006342,2016-03-13 20:17:00,2016-03-13 20:24:00,2016-05-23 11:07:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 55,0,0,False,0.11666666666666667
INC0006347,2016-03-13 23:20:00,2016-03-22 14:36:00,2016-03-27 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 28,1,0,False,207.26666666666668
INC0006348,2016-03-13 23:28:00,2016-03-13 23:44:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 70,0,0,False,0.26666666666666666
INC0006349,2016-03-14 00:05:00,2016-03-14 00:52:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,False,0.7833333333333333
INC0006352,2016-03-14 00:23:00,2016-03-14 01:28:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,1.0833333333333333
INC0006354,2016-03-14 01:15:00,2016-03-16 09:29:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 65,6,0,False,56.233333333333334
INC0006359,2016-03-14 03:09:00,2016-03-14 11:23:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 28,Group 56,2,0,False,8.233333333333333
INC0006360,2016-03-14 03:14:00,2016-03-14 03:43:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,0,0,False,0.48333333333333334
INC0006362,2016-03-14 04:11:00,2016-03-14 10:20:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 62,3,0,False,6.15
INC0006364,2016-03-14 04:28:00,2016-03-23 08:17:00,2016-03-28 08:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,219.81666666666666
INC0006365,2016-03-14 04:30:00,2016-03-22 13:09:00,2016-03-27 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 7,Group 25,1,0,False,200.65
INC0006373,2016-03-14 05:59:00,2016-03-24 03:58:00,2016-03-29 03:59:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 70,3,1,False,237.98333333333332
INC0006375,2016-03-14 07:37:00,2016-03-14 07:40:00,2016-03-24 18:51:00,4 - low,3 - Low,3 - Low,category 42,Group 70,0,0,True,0.05
INC0006376,2016-03-14 07:42:00,2016-03-14 16:01:00,2016-03-24 18:51:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 28,2,0,False,8.316666666666666
INC0006377,2016-03-14 07:43:00,2016-03-14 12:10:00,2016-03-24 18:51:00,4 - low,3 - Low,3 - Low,category 42,Group 39,1,0,True,4.45
INC0006378,2016-03-14 07:46:00,2016-03-14 07:49:00,2016-03-24 18:52:00,4 - low,3 - Low,3 - Low,category 51,Group 64,0,0,True,0.05
INC0006379,2016-03-14 07:49:00,2016-03-14 07:52:00,2016-03-24 18:52:00,4 - low,3 - Low,3 - Low,category 51,Group 64,0,0,True,0.05
INC0006380,2016-03-14 07:50:00,2016-03-14 13:56:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,2,0,False,6.1
INC0006381,2016-03-14 07:52:00,2016-03-14 07:55:00,2016-03-14 07:55:00,4 - low,3 - Low,3 - Low,category 51,Group 64,0,0,True,0.05
INC0006382,2016-03-14 07:53:00,2016-03-14 08:18:00,2016-03-24 18:52:00,4 - low,3 - Low,3 - Low,category 42,Group 70,0,0,True,0.4166666666666667
INC0006383,2016-03-14 07:57:00,2016-03-14 08:03:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,False,0.1
INC0006385,2016-03-14 07:58:00,2016-03-14 14:29:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 24,1,0,False,6.516666666666667
INC0006387,2016-03-14 08:05:00,2016-03-14 08:22:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,False,0.2833333333333333
INC0006389,2016-03-14 08:11:00,2016-03-28 15:05:00,2016-04-02 15:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 24,6,0,False,342.9
INC0006390,2016-03-14 08:11:00,2016-03-14 12:29:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,False,4.3
INC0006392,2016-03-14 08:12:00,2016-03-15 12:04:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 27,2,0,False,27.866666666666667
INC0006393,2016-03-14 08:12:00,2016-03-17 16:50:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,80.63333333333334
INC0006395,2016-03-14 08:15:00,2016-03-14 12:12:00,2016-03-24 18:52:00,4 - low,3 - Low,3 - Low,category 46,Group 39,0,0,True,3.95
INC0006397,2016-03-14 08:19:00,2016-03-17 15:44:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 39,3,0,False,79.41666666666667
INC0006398,2016-03-14 08:20:00,2016-03-14 14:57:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 43,Group 39,1,0,False,6.616666666666666
INC0006400,2016-03-14 08:21:00,2016-03-16 14:30:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 26,2,0,False,54.15
INC0006401,2016-03-14 08:24:00,2016-03-14 09:13:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,False,0.8166666666666667
INC0006402,2016-03-14 08:24:00,2016-03-16 08:55:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 69,2,0,False,48.516666666666666
INC0006403,2016-03-14 08:24:00,2016-03-15 13:40:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 57,Group 34,0,0,False,29.266666666666666
INC0006407,2016-03-14 08:28:00,2016-03-22 14:09:00,2016-03-27 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 65,2,0,False,197.68333333333334
INC0006408,2016-03-14 08:28:00,2016-03-23 12:16:00,2016-03-28 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,4,0,False,219.8
INC0006412,2016-03-14 08:31:00,2016-03-23 12:24:00,2016-03-28 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,2,0,False,219.88333333333333
INC0006413,2016-03-14 08:32:00,2016-03-23 12:32:00,2016-03-28 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,False,220.0
INC0006415,2016-03-14 08:33:00,2016-03-30 12:05:00,2016-04-01 12:13:00,4 - low,3 - Low,3 - Low,category 42,Group 51,2,0,True,387.53333333333336
INC0006417,2016-03-14 08:35:00,2016-03-31 10:39:00,2016-04-05 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 72,1,0,False,410.06666666666666
INC0006419,2016-03-14 08:35:00,2016-03-24 10:33:00,2016-03-29 10:59:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,2,0,False,241.96666666666667
INC0006420,2016-03-14 08:36:00,2016-03-24 13:20:00,2016-03-29 13:59:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,1,0,False,244.73333333333332
INC0006421,2016-03-14 08:37:00,2016-03-17 15:01:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 25,1,0,False,78.4
INC0006422,2016-03-14 08:38:00,2016-03-14 08:43:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,0,0,False,0.08333333333333333
INC0006423,2016-03-14 08:40:00,2016-03-14 13:00:00,2016-04-14 03:46:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 24,4,0,False,4.333333333333333
INC0006424,2016-03-14 08:41:00,2016-03-15 08:53:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 28,Group 24,1,0,False,24.2
INC0006425,2016-03-14 08:41:00,2016-03-18 11:53:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,0,0,False,99.2
INC0006426,2016-03-14 08:41:00,2016-03-31 09:50:00,2016-04-05 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 23,Group 28,1,0,False,409.15
INC0006429,2016-03-14 08:42:00,2016-03-14 11:03:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 27,0,0,False,2.35
INC0006430,2016-03-14 08:43:00,2016-03-25 02:11:00,2016-03-30 02:59:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,257.46666666666664
INC0006431,2016-03-14 08:43:00,2016-03-22 11:57:00,2016-03-27 11:59:00,2 - high,2 - Medium,1 - High,category 13,Group 70,1,0,False,195.23333333333332
INC0006432,2016-03-14 08:43:00,2016-03-15 11:28:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 50,2,0,False,26.75
INC0006433,2016-03-14 08:44:00,2016-03-15 11:30:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 32,,0,0,False,26.766666666666666
INC0006434,2016-03-14 08:45:00,2016-03-14 09:02:00,2016-03-24 18:52:00,4 - low,3 - Low,3 - Low,category 42,Group 70,0,0,True,0.2833333333333333
INC0006435,2016-03-14 08:45:00,2016-03-17 15:45:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 65,2,0,False,79.0
INC0006436,2016-03-14 08:45:00,2016-03-14 15:14:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 70,1,0,False,6.483333333333333
INC0006437,2016-03-14 08:47:00,2016-03-14 10:18:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 28,0,0,False,1.5166666666666666
INC0006438,2016-03-14 08:48:00,2016-03-23 07:56:00,2016-03-28 07:59:00,3 - moderate,2 - Medium,2 - Medium,category 61,Group 73,1,0,False,215.13333333333333
INC0006440,2016-03-14 08:49:00,2016-03-16 09:47:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 6,1,0,False,48.96666666666667
INC0006441,2016-03-14 08:50:00,2016-03-15 14:02:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 24,1,0,False,29.2
INC0006443,2016-03-14 08:53:00,2016-03-14 12:15:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,1,0,False,3.3666666666666667
INC0006444,2016-03-14 08:54:00,2016-03-14 09:02:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,False,0.13333333333333333
INC0006445,2016-03-14 08:54:00,2016-03-23 14:47:00,2016-03-28 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 35,Group 70,1,0,False,221.88333333333333
INC0006446,2016-03-14 08:55:00,2016-03-14 13:19:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,False,4.4
INC0006447,2016-03-14 08:55:00,2016-03-16 13:28:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,False,52.55
INC0006448,2016-03-14 08:56:00,2016-03-29 14:23:00,2016-04-03 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 29,2,0,False,365.45
INC0006450,2016-03-14 08:57:00,2016-03-15 09:54:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 44,Group 73,1,0,False,24.95
INC0006451,2016-03-14 08:57:00,2016-03-16 10:22:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 9,Group 30,1,0,False,49.416666666666664
INC0006452,2016-03-14 08:57:00,2016-03-14 17:21:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 26,Group 30,2,0,False,8.4
INC0006454,2016-03-14 09:02:00,2016-03-31 09:10:00,2016-04-05 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 25,1,0,False,408.1333333333333
INC0006455,2016-03-14 09:04:00,2016-03-14 17:15:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 28,1,0,False,8.183333333333334
INC0006457,2016-03-14 09:04:00,2016-03-14 16:39:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 40,Group 70,1,0,False,7.583333333333333
INC0006459,2016-03-14 09:06:00,2016-03-16 14:00:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 46,Group 33,2,0,False,52.9
INC0006461,2016-03-14 09:07:00,2016-03-14 11:54:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,False,2.783333333333333
INC0006463,2016-03-14 09:11:00,2016-03-21 09:12:00,2016-03-26 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 24,1,0,False,168.01666666666668
INC0006464,2016-03-14 09:11:00,2016-03-24 12:29:00,2016-03-29 12:59:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 20,3,0,False,243.3
INC0006465,2016-03-14 09:13:00,2016-03-15 08:03:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 51,Group 64,0,0,False,22.833333333333332
INC0006466,2016-03-14 09:14:00,2016-03-23 14:49:00,2016-03-28 14:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,1,0,False,221.58333333333334
INC0006467,2016-03-14 09:14:00,2016-03-14 14:49:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 70,1,0,False,5.583333333333333
INC0006469,2016-03-14 09:16:00,2016-03-15 13:28:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 20,Group 70,1,0,False,28.2
INC0006470,2016-03-14 09:16:00,2016-03-14 11:14:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,0,0,False,1.9666666666666666
INC0006471,2016-03-14 09:17:00,2016-03-23 09:44:00,2016-03-28 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 25,3,0,False,216.45
INC0006472,2016-03-14 09:18:00,2016-03-14 09:46:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 53,,0,0,False,0.4666666666666667
INC0006473,2016-03-14 09:18:00,2016-03-15 10:16:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 37,Group 25,1,0,False,24.966666666666665
INC0006474,2016-03-14 09:18:00,2016-03-14 13:43:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 28,1,0,False,4.416666666666667
INC0006476,2016-03-14 09:19:00,2016-03-22 09:01:00,2016-03-27 09:59:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,7,0,False,191.7
INC0006479,2016-03-14 09:20:00,2016-03-17 14:58:00,2016-03-24 19:00:00,4 - low,3 - Low,3 - Low,category 37,Group 30,1,0,True,77.63333333333334
INC0006480,2016-03-14 09:20:00,2016-03-14 11:51:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 56,5,0,False,2.5166666666666666
INC0006481,2016-03-14 09:25:00,2016-03-14 16:36:00,2016-03-24 18:52:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 70,1,0,False,7.183333333333334
INC0006483,2016-03-14 09:26:00,2016-03-16 19:17:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,4,0,False,57.85
INC0006485,2016-03-14 09:28:00,2016-03-18 14:34:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 53,Group 30,2,0,False,101.1
INC0006486,2016-03-14 09:29:00,2016-03-15 17:15:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 42,Group 6,2,0,False,31.766666666666666
INC0006487,2016-03-14 09:30:00,2016-03-16 15:58:00,2016-03-24 19:00:00,3 - moderate,2 - Medium,2 - Medium,category 32,Group 70,3,0,False,54.46666666666667
